"종목번호","종목명"
"005930","삼성전자"
"000660","SK하이닉스"
"005935","삼성전자우"
"005380","현대차"
"035420","NAVER"
"015760","한국전력"
"012330","현대모비스"
"028260","삼성물산"
"005490","POSCO"
"055550","신한지주"
"032830","삼성생명"
"105560","KB금융"
"051910","LG화학"
"090430","아모레퍼시픽"
"017670","SK텔레콤"
"034730","SK"
"096770","SK이노베이션"
"051900","LG생활건강"
"000270","기아차"
"033780","KT&G"
"251270","넷마블게임즈"
"066570","LG전자"
"000810","삼성화재"
"086790","하나금융지주"
"002790","아모레G"
"207940","삼성바이오로직스"
"003550","LG"
"011170","롯데케미칼"
"010950","S-Oil"
"068270","셀트리온"
"018260","삼성에스디에스"
"000030","우리은행"
"006400","삼성SDI"
"034220","LG디스플레이"
"009540","현대중공업"
"023530","롯데쇼핑"
"035250","강원랜드"
"030200","KT"
"010130","고려아연"
"021240","코웨이"
"036570","엔씨소프트"
"161390","한국타이어"
"004020","현대제철"
"024110","기업은행"
"035720","카카오"
"139480","이마트"
"047810","한국항공우주"
"006800","미래에셋대우"
"027410","BGF리테일"
"032640","LG유플러스"
"001040","CJ"
"009150","삼성전기"
"078930","GS"
"086280","현대글로비스"
"088350","한화생명"
"000720","현대건설"
"009240","한샘"
"004800","효성"
"018880","한온시스템"
"029780","삼성카드"
"005830","동부화재"
"097950","CJ제일제당"
"267250","현대로보틱스"
"009830","한화케미칼"
"036460","한국가스공사"
"010140","삼성중공업"
"008930","한미사이언스"
"001800","오리온"
"007070","GS리테일"
"128940","한미약품"
"000120","CJ대한통운"
"005940","NH투자증권"
"241560","두산밥캣"
"005387","현대차2우B"
"012750","에스원"
"002380","KCC"
"012630","현대산업"
"016360","삼성증권"
"001450","현대해상"
"047040","대우건설"
"138930","BNK금융지주"
"130960","CJ E&M"
"000880","한화"
"011070","LG이노텍"
"026960","동서"
"004990","롯데제과"
"003490","대한항공"
"071050","한국금융지주"
"086900","메디톡스"
"042660","대우조선해양"
"047050","포스코대우"
"088980","맥쿼리인프라"
"000100","유한양행"
"000210","대림산업"
"028670","팬오션"
"012450","한화테크윈"
"007310","오뚜기"
"008560","메리츠종금증권"
"034020","두산중공업"
"069960","현대백화점"
"079440","아이엔지생명"
"051600","한전KPS"
"005385","현대차우"
"028050","삼성엔지니어링"
"204320","만도"
"011780","금호석유"
"016170","로엔"
"090435","아모레퍼시픽우"
"008770","호텔신라"
"030000","제일기획"
"004170","신세계"
"006260","LS"
"005300","롯데칠성"
"006360","GS건설"
"139130","DGB금융지주"
"006280","녹십자"
"000150","두산"
"000060","메리츠화재"
"041960","코미팜"
"002550","KB손해보험"
"004370","농심"
"138040","메리츠금융지주"
"010060","OCI"
"042670","두산인프라코어"
"000240","한국타이어월드와이드"
"036490","SK머티리얼즈"
"005610","SPC삼립"
"010620","현대미포조선"
"064350","현대로템"
"001740","SK네트웍스"
"011210","현대위아"
"161890","한국콜마"
"039490","키움증권"
"120110","코오롱인더"
"079550","LIG넥스원"
"000670","영풍"
"003520","영진약품"
"079160","CJ CGV"
"011200","현대상선"
"010120","LS산전"
"082640","동양생명"
"017800","현대엘리베이"
"056190","에스에프에이"
"057050","현대홈쇼핑"
"005440","현대그린푸드"
"006120","SK케미칼"
"006650","대한유화"
"078340","컴투스"
"145020","휴젤"
"005250","녹십자홀딩스"
"000080","하이트진로"
"111770","영원무역"
"001440","대한전선"
"084990","바이로메드"
"051915","LG화학우"
"114090","GKL"
"034230","파라다이스"
"003410","쌍용양회"
"010780","아이에스동서"
"028150","GS홈쇼핑"
"071970","STX중공업"
"192400","쿠쿠전자"
"071840","롯데하이마트"
"014820","동원시스템즈"
"003690","코리안리"
"002350","넥센타이어"
"192820","코스맥스"
"073240","금호타이어"
"214320","이노션"
"051905","LG생활건강우"
"180640","한진칼"
"001120","LG상사"
"181710","NHN엔터테인먼트"
"035760","CJ오쇼핑"
"185750","종근당"
"046890","서울반도체"
"240810","원익IPS"
"006040","동원산업"
"103140","풍산"
"039030","이오테크닉스"
"001230","동국제강"
"069620","대웅제약"
"002620","제일약품"
"000070","삼양홀딩스"
"011790","SKC"
"102940","코오롱생명과학"
"022100","포스코 ICT"
"018670","SK가스"
"105630","한세실업"
"108230","톱텍"
"004000","롯데정밀화학"
"069260","휴켐스"
"039130","하나투어"
"003620","쌍용차"
"003240","태광산업"
"049770","동원F&B"
"145990","삼양사"
"267260","현대일렉트릭"
"001430","세아베스틸"
"096530","씨젠"
"192080","더블유게임즈"
"175330","JB금융지주"
"003000","부광약품"
"000990","동부하이텍"
"003300","한일시멘트"
"020560","아시아나항공"
"014680","한솔케미칼"
"036830","솔브레인"
"023590","다우기술"
"108670","LG하우시스"
"002270","롯데푸드"
"000640","동아쏘시오홀딩스"
"012510","더존비즈온"
"052690","한전기술"
"001060","JW중외제약"
"008000","도레이케미칼"
"001680","대상"
"089590","제주항공"
"237690","에스티팜"
"267270","현대건설기계"
"048260","오스템임플란트"
"006840","AK홀딩스"
"081660","휠라코리아"
"226320","잇츠스킨"
"123890","한국자산신탁"
"034830","한국토지신탁"
"071320","지역난방공사"
"003670","포스코켐텍"
"170900","동아에스티"
"020000","한섬"
"053210","스카이라이프"
"085620","미래에셋생명"
"002020","코오롱"
"098460","고영"
"020150","일진머티리얼즈"
"265520","AP시스템"
"025540","한국단자"
"115390","락앤락"
"007570","일양약품"
"003470","유안타증권"
"093050","LF"
"037560","CJ헬로비전"
"003090","대웅"
"069080","웹젠"
"005990","매일유업"
"214370","케어젠"
"095700","제넥신"
"237880","클리오"
"005180","빙그레"
"034310","NICE"
"009970","영원무역홀딩스"
"215600","신라젠"
"093370","후성"
"019680","대교"
"009420","한올바이오파마"
"100120","뷰웍스"
"002240","고려제강"
"068760","셀트리온제약"
"064960","S&T모티브"
"000370","한화손해보험"
"060980","한라홀딩스"
"192530","광주은행"
"085660","차바이오텍"
"033920","무학"
"003920","남양유업"
"058470","리노공업"
"005850","에스엘"
"003540","대신증권"
"200130","콜마비앤에이치"
"086450","동국제약"
"122870","와이지엔터테인먼트"
"024720","한국콜마홀딩스"
"051370","인터플렉스"
"031440","신세계푸드"
"007340","동아타이어"
"066575","LG전자우"
"005880","대한해운"
"041510","에스엠"
"021960","KB캐피탈"
"003030","세아제강"
"101530","해태제과식품"
"000815","삼성화재우"
"025980","에머슨퍼시픽"
"006730","서부T&D"
"006060","화승인더"
"080160","모두투어"
"053800","안랩"
"030530","원익홀딩스"
"058650","세아홀딩스"
"091700","파트론"
"039840","디오"
"029530","신도리코"
"001520","동양"
"138250","엔에스쇼핑"
"065620","제낙스"
"004490","세방전지"
"044490","태웅"
"112040","위메이드"
"029460","케이씨텍"
"002960","한국쉘석유"
"031430","신세계인터내셔날"
"095610","테스"
"036930","주성엔지니어링"
"072710","농심홀딩스"
"178920","SKC코오롱PI"
"096760","JW홀딩스"
"025860","남해화학"
"030190","NICE평가정보"
"078160","메디포스트"
"028300","에이치엘비"
"005290","동진쎄미켐"
"078520","에이블씨엔씨"
"108320","실리콘웍스"
"213420","덕산네오룩스"
"079430","현대리바트"
"023890","아트라스BX"
"017810","풀무원"
"070960","용평리조트"
"003530","한화투자증권"
"003230","삼양식품"
"009450","경동나비엔"
"004430","송원산업"
"042700","한미반도체"
"088390","이녹스"
"009410","태영건설"
"005500","삼진제약"
"122900","아이마켓코리아"
"001720","신영증권"
"009290","광동제약"
"107590","미원에스씨"
"249420","일동제약"
"034120","SBS"
"036580","팜스코"
"004690","삼천리"
"036420","제이콘텐트리"
"008060","대덕전자"
"241590","화승엔터프라이즈"
"078150","HB테크놀러지"
"025900","동화기업"
"078020","이베스트투자증권"
"206640","바디텍메드"
"015750","성우하이텍"
"213500","한솔제지"
"066970","엘앤에프"
"003850","보령제약"
"007700","F&F"
"053030","바이넥스"
"104830","원익머트리얼즈"
"008490","서흥"
"023410","유진기업"
"032190","다우데이타"
"043150","바텍"
"051500","CJ프레시웨이"
"126560","현대에이치씨엔"
"210980","SK디앤디"
"011810","STX"
"222040","뉴트리바이오텍"
"030520","한글과컴퓨터"
"014830","유니드"
"082270","젬백스"
"064760","티씨케이"
"025620","제이준코스메틱"
"017940","E1"
"119610","인터로조"
"005720","넥센"
"038500","삼표시멘트"
"013120","동원개발"
"115960","연우"
"090470","제이스텍"
"017390","서울가스"
"101060","SBS미디어홀딩스"
"092040","아미코젠"
"033660","아주캐피탈"
"089600","나스미디어"
"083790","크리스탈"
"067080","대화제약"
"001510","SK증권"
"000050","경방"
"037710","광주신세계"
"145720","덴티움"
"002795","아모레G우"
"099190","아이센스"
"00088K","한화3우B"
"025770","한국정보통신"
"003220","대원제약"
"058820","CMG제약"
"161000","애경유화"
"016250","이테크건설"
"084370","유진테크"
"097230","한진중공업"
"100130","동국S&C"
"063080","게임빌"
"041830","인바디"
"015350","부산가스"
"108790","인터파크"
"214420","토니모리"
"005810","풍산홀딩스"
"016450","한세예스24홀딩스"
"182400","에이티젠"
"048530","인트론바이오"
"000400","롯데손해보험"
"049950","미래컴퍼니"
"003800","에이스침대"
"016380","동부제철"
"123100","테라세미콘"
"115450","지트리비앤티"
"104700","한국철강"
"200880","서연이화"
"094800","맵스리얼티1"
"002320","한진"
"080420","모다이노칩"
"032350","롯데관광개발"
"024660","하림홀딩스"
"112610","씨에스윈드"
"016800","퍼시스"
"084690","대상홀딩스"
"000480","조선내화"
"002780","진흥기업"
"003120","일성신약"
"007160","사조산업"
"102460","이연제약"
"001200","유진투자증권"
"006390","현대시멘트"
"016100","리더스코스메틱"
"031390","녹십자셀"
"038540","텍셀네트컴"
"030610","교보증권"
"243070","휴온스"
"035810","이지바이오"
"090460","비에이치"
"036540","SFA반도체"
"200230","텔콘"
"001630","종근당홀딩스"
"019170","신풍제약"
"002250","알보젠코리아"
"001780","알루코"
"241710","코스메카코리아"
"004710","한솔테크닉스"
"013030","하이록코리아"
"007820","에스엠코어"
"136490","선진"
"214450","파마리서치프로덕트"
"001725","신영증권우"
"084110","휴온스글로벌"
"086520","에코프로"
"049960","쎌바이오텍"
"086980","쇼박스"
"002990","금호산업"
"011930","신성이엔지"
"152330","코리아오토글라스"
"060240","룽투코리아"
"008730","율촌화학"
"064240","홈캐스트"
"214390","경보제약"
"010955","S-Oil우"
"033270","유나이티드제약"
"122990","와이솔"
"001500","HMC투자증권"
"044820","코스맥스비티아이"
"000250","삼천당제약"
"077970","STX엔진"
"095340","ISC"
"016580","환인제약"
"067290","JW신약"
"195870","해성디에스"
"900140","코라오홀딩스"
"215000","골프존"
"228850","레이언스"
"003060","에이프로젠제약"
"095660","네오위즈"
"192440","슈피겐코리아"
"035080","인터파크홀딩스"
"065160","에프티이앤이"
"004380","삼익THK"
"004130","대덕GDS"
"002810","삼영무역"
"000155","두산우"
"033290","코웰패션"
"035600","KG이니시스"
"136480","하림"
"085370","루트로닉"
"068240","다원시스"
"007810","코리아써키트"
"010050","우리종금"
"004360","세방"
"095570","AJ네트웍스"
"014620","성광벤드"
"004150","한솔홀딩스"
"002390","한독"
"003570","S&T중공업"
"036630","세종텔레콤"
"123690","한국화장품"
"141080","레고켐바이오"
"009680","모토닉"
"033240","자화전자"
"005740","크라운해태홀딩스"
"200670","휴메딕스"
"000430","대원강업"
"025000","KPX케미칼"
"017960","한국카본"
"001130","대한제분"
"095720","웅진씽크빅"
"052260","SK바이오랜드"
"215790","이노인스트루먼트"
"043370","평화정공"
"031980","피에스케이"
"054950","제이브이엠"
"041140","넥슨지티"
"008700","아남전자"
"043610","지니뮤직"
"114570","지스마트글로벌"
"006380","카프로"
"005090","삼광글라스"
"038290","마크로젠"
"007690","국도화학"
"115160","휴맥스"
"027050","코리아나"
"057500","SKC 솔믹스"
"183190","아세아시멘트"
"003200","일신방직"
"082740","두산엔진"
"102710","이엔에프테크놀로지"
"144510","녹십자랩셀"
"087010","펩트론"
"011760","현대상사"
"137940","넥스트아이"
"064260","다날"
"011370","서한"
"001250","GS글로벌"
"102260","동성코퍼레이션"
"040910","아이씨디"
"168330","내츄럴엔도텍"
"201490","미투온"
"007210","벽산"
"005680","삼영전자"
"141000","비아트론"
"005690","파미셀"
"014200","광림"
"013520","화승알앤에이"
"036800","나이스정보통신"
"000140","하이트진로홀딩스"
"003560","IHQ"
"092230","KPX홀딩스"
"060250","NHN한국사이버결제"
"143240","사람인에이치알"
"000540","흥국화재"
"002000","한국유리"
"019210","와이지-원"
"001880","삼호"
"079980","휴비스"
"067000","조이시티"
"004700","조광피혁"
"194370","제이에스코퍼레이션"
"069110","코스온"
"900270","헝셩그룹"
"000020","동화약품"
"095270","웨이브일렉트로"
"084010","대한제강"
"011040","경동제약"
"089140","넥스턴"
"171120","라이온켐텍"
"005160","동국산업"
"036530","S&T홀딩스"
"088130","동아엘텍"
"009580","무림P&P"
"089470","현대EP"
"060300","레드로버"
"160550","NEW"
"178320","서진시스템"
"036030","KTH"
"060720","KH바텍"
"199800","툴젠"
"225530","보광산업"
"035890","서희건설"
"052710","아모텍"
"223310","이에스브이"
"000860","강남제비스코"
"023160","태광"
"007390","네이처셀"
"068400","AJ렌터카"
"067160","아프리카TV"
"039570","아이콘트롤스"
"900290","GRT"
"031330","에스에이엠티"
"005960","동부건설"
"000680","LS네트웍스"
"032500","케이엠더블유"
"007860","서연"
"138490","코오롱플라스틱"
"018120","진로발효"
"215360","우리산업"
"013990","아가방컴퍼니"
"004250","NPC"
"054050","농우바이오"
"035900","JYP Ent."
"005950","이수화학"
"001940","KISCO홀딩스"
"082920","비츠로셀"
"086390","유니테스트"
"004060","SG세계물산"
"900260","로스웰"
"121440","골프존뉴딘"
"004970","신라교역"
"001460","BYC"
"067390","아스트"
"063570","한국전자금융"
"015860","일진홀딩스"
"264900","크라운제과"
"003070","코오롱글로벌"
"234080","JW생명과학"
"054670","대한뉴팜"
"068790","DMS"
"005389","현대차3우B"
"003545","대신증권우"
"222800","심텍"
"012690","모나리자"
"015360","예스코"
"217480","에스디생명공학"
"033640","네패스"
"089030","테크윙"
"045100","한양이엔지"
"001790","대한제당"
"036190","금화피에스시"
"010690","화신"
"030210","KTB투자증권"
"074430","아미노로직스"
"093920","서원인텍"
"060150","인선이엔티"
"037950","엘컴텍"
"092200","디아이씨"
"060280","큐렉소"
"002630","오리엔트바이오"
"033560","블루콤"
"067280","멀티캠퍼스"
"046440","KG모빌리언스"
"900300","오가닉티코스메틱"
"004440","대림씨엔에스"
"011280","태림포장"
"011160","두산건설"
"040350","큐로컴"
"053300","한국정보인증"
"000970","한국주철관"
"002030","아세아"
"052330","코텍"
"067830","세이브존I&C"
"123420","선데이토즈"
"003280","흥아해운"
"077500","유니퀘스트"
"027390","한화갤러리아타임월드"
"000390","삼화페인트"
"097955","CJ제일제당 우"
"052790","액토즈소프트"
"092730","네오팜"
"000180","성창기업지주"
"035150","백산"
"053450","세코닉스"
"102280","쌍방울"
"002450","삼익악기"
"004840","DRB동일"
"049070","인탑스"
"193250","와이제이엠게임즈"
"077360","덕산하이메탈"
"000230","일동홀딩스"
"004540","깨끗한나라"
"018310","삼목에스폼"
"012700","리드코프"
"034950","한국기업평가"
"109960","에이프로젠 H&G"
"011690","유양디앤유"
"232140","와이아이케이"
"109610","에스와이패널"
"001270","부국증권"
"086960","MDS테크"
"002840","미원상사"
"183490","엔지켐생명과학"
"115180","큐리언트"
"143210","핸즈코퍼레이션"
"017890","한국알콜"
"064800","필링크"
"044450","KSS해운"
"168490","한국패러랠"
"096630","에스코넥"
"000320","노루홀딩스"
"004870","티웨이홀딩스"
"033160","엠케이전자"
"220630","해마로푸드서비스"
"144960","뉴파워프라즈마"
"061460","한진피앤씨"
"054780","키이스트"
"044340","위닉스"
"046210","파나진"
"229640","LS전선아시아"
"191420","테고사이언스"
"097520","엠씨넥스"
"004960","한신공영"
"900040","차이나그레이트"
"079370","제우스"
"021820","세원정공"
"014470","부방"
"036200","유니셈"
"021320","KCC건설"
"007660","이수페타시스"
"058430","포스코강판"
"094280","효성ITX"
"002460","화성산업"
"084680","이월드"
"100220","비상교육"
"033530","세종공업"
"114810","아이원스"
"004560","현대비앤지스틸"
"900250","크리스탈신소재"
"014280","금강공업"
"035620","바른손이앤에이"
"046140","SBS콘텐츠허브"
"100250","진양홀딩스"
"041440","에버다임"
"019440","세아특수강"
"012610","경인양행"
"007980","태평양물산"
"071200","인피니트헬스케어"
"026890","디피씨"
"025560","미래산업"
"103590","일진전기"
"010820","퍼스텍"
"090710","디에스티로봇"
"114120","크루셜텍"
"054620","APS홀딩스"
"194480","데브시스터즈"
"100700","세운메디칼"
"004890","동일산업"
"012200","계양전기"
"004980","성신양회"
"002150","도화엔지니어링"
"200780","비씨월드제약"
"073560","우리손에프앤지"
"029960","코엔텍"
"013570","디와이"
"002310","아세아제지"
"047310","파워로직스"
"001045","CJ우"
"020760","일진디스플"
"060570","아이리버"
"196170","알테오젠"
"033500","동성화인텍"
"035610","솔본"
"203690","프로스테믹스"
"104200","NHN벅스"
"004650","창해에탄올"
"087260","모바일어플라이언스"
"039440","에스티아이"
"036890","진성티이씨"
"066700","테라젠이텍스"
"038060","루멘스"
"117580","대성에너지"
"024950","삼천리자전거"
"042520","한스바이오메드"
"206560","덱스터"
"248170","샘표식품"
"194510","파티게임즈"
"016610","동부증권"
"023910","대한약품"
"067170","오텍"
"003160","디아이"
"053980","오상자이엘"
"090360","로보스타"
"104480","티케이케미칼"
"111110","호전실업"
"003460","유화증권"
"014790","한라"
"238090","앤디포스"
"166090","하나머티리얼즈"
"066980","브레인콘텐츠"
"140410","메지온"
"000700","유수홀딩스"
"187420","제노포커스"
"002360","SH에너지화학"
"094480","갤럭시아컴즈"
"102120","어보브반도체"
"005390","신성통상"
"084870","TBH글로벌"
"217270","넵튠"
"083310","엘오티베큠"
"052420","오성엘에스티"
"005870","휴니드"
"035000","지투알"
"006220","제주은행"
"060560","홈센타홀딩스"
"092130","이크레더블"
"091120","이엠텍"
"039200","오스코텍"
"216050","인크로스"
"065680","우주일렉트로"
"050110","캠시스"
"151910","나노스"
"011000","진원생명과학"
"149940","모다"
"043290","케이맥"
"002170","삼양통상"
"096690","제이스테판"
"016880","웅진"
"236200","슈프리마"
"052400","코나아이"
"097780","에스맥"
"065060","지엔코"
"000490","대동공업"
"091090","세원셀론텍"
"090350","노루페인트"
"089230","THE E&M"
"071055","한국금융지주우"
"001380","SG충방"
"008290","원풍물산"
"080000","에스엔유"
"009440","KC그린홀딩스"
"950140","잉글우드랩(Reg.S)"
"003480","한진중공업홀딩스"
"041460","한국전자인증"
"089980","상아프론테크"
"009270","신원"
"086890","이수앱지스"
"038880","아이에이"
"224060","코디엠"
"071280","로체시스템즈"
"001540","안국약품"
"015710","코콤"
"007720","대명코퍼레이션"
"214430","아이쓰리시스템"
"233990","하우동천"
"183300","코미코"
"082210","옵트론텍"
"028100","동아지질"
"001390","KG케미칼"
"005945","NH투자증권우"
"006490","인스코비"
"013580","계룡건설"
"053350","이니텍"
"111820","처음앤씨"
"094850","참좋은레져"
"092600","넥스트칩"
"078890","가온미디어"
"024090","디씨엠"
"065510","휴비츠"
"042040","케이피엠테크"
"166480","코아스템"
"155650","와이엠씨"
"060590","씨티씨바이오"
"045390","대아티아이"
"083650","비에이치아이"
"101330","모베이스"
"065660","안트로젠"
"008600","윌비스"
"001470","삼부토건"
"048550","SM C&C"
"069640","엠케이트렌드"
"020710","시공테크"
"032620","유비케어"
"126700","하이비젼시스템"
"033110","이디"
"067630","에이치엘비생명과학"
"092070","디엔에프"
"003650","미창석유"
"195990","유지인트"
"001360","삼성제약"
"054800","아이디스홀딩스"
"204630","화이브라더스"
"001820","삼화콘덴서"
"900120","씨케이에이치"
"036000","예림당"
"048870","코아로직"
"217730","강스템바이오텍"
"205500","액션스퀘어"
"063170","서울옥션"
"131030","디에이치피코리아"
"072020","중앙백신"
"099320","쎄트렉아이"
"130660","한전산업"
"042420","네오위즈홀딩스"
"014100","보령메디앙스"
"023000","삼원강재"
"053610","프로텍"
"038390","레드캡투어"
"002300","한국제지"
"075180","새론오토모티브"
"227840","현대코퍼레이션홀딩스"
"009310","참엔지니어링"
"228340","동양파일"
"219550","한강인터트레이드"
"143540","영우디에스피"
"078140","대봉엘에스"
"058400","KNN"
"134380","미원화학"
"012170","키위미디어그룹"
"900100","뉴프라이드"
"011090","에넥스"
"074600","원익QnC"
"002600","조흥"
"005800","신영와코루"
"016090","대현"
"002800","신신제약"
"043340","에쎈테크"
"006370","대구백화점"
"104540","코렌텍"
"026040","제이에스티나"
"123410","코리아에프티"
"003830","대한화섬"
"016710","대성홀딩스"
"001840","이화공영"
"009160","SIMPAC"
"052020","에스티큐브"
"005710","대원산업"
"037460","삼지전자"
"015890","태경산업"
"067370","선바이오"
"121600","나노신소재"
"095500","미래나노텍"
"041650","상신브레이크"
"036560","영풍정밀"
"027710","팜스토리"
"204990","현성바이탈"
"034300","신세계건설"
"012160","영흥철강"
"096775","SK이노베이션우"
"096640","멜파스"
"069510","에스텍"
"049520","유아이엘"
"003350","한국화장품제조"
"000040","KR모터스"
"034940","조아제약"
"221840","하이즈항공"
"109740","디에스케이"
"065150","MP그룹"
"950130","엑세스바이오"
"017900","광전자"
"138690","엘아이에스"
"267290","경동도시가스"
"075580","세진중공업"
"037270","YG PLUS"
"004910","조광페인트"
"023760","한국캐피탈"
"002880","대유에이텍"
"006910","보성파워텍"
"008350","남선알미늄"
"049480","오픈베이스"
"002700","신일산업"
"211270","AP위성"
"131370","알서포트"
"210540","디와이파워"
"011700","한신기계"
"025750","한솔홈데코"
"002820","선창산업"
"000650","천일고속"
"039560","다산네트웍스"
"001530","동일방직"
"040610","SG&G"
"051360","토비스"
"054450","텔레칩스"
"900280","골든센츄리"
"017040","광명전기"
"012030","동부"
"041910","에스텍파마"
"230360","에코마케팅"
"047770","코데즈컴바인"
"034810","해성산업"
"003555","LG우"
"222420","쎄노텍"
"123860","아나패스"
"092440","기신정기"
"034590","인천도시가스"
"205100","엑셈"
"005750","대림B&Co"
"033320","제이씨현시스템"
"136540","윈스"
"005430","한국공항"
"035510","신세계 I&C"
"009300","삼아제약"
"018500","동원금속"
"108380","대양전기공업"
"103130","웅진에너지"
"014530","극동유화"
"004200","고려개발"
"072470","우리산업홀딩스"
"122640","예스티"
"002100","경농"
"004720","우리들제약"
"111870","삼본정밀전자"
"001340","백광산업"
"004310","현대약품"
"190510","나무가"
"222110","팬젠"
"072870","메가스터디"
"022220","정산애강"
"049800","우진플라임"
"064520","바른전자"
"006090","사조오양"
"152550","한국ANKOR유전"
"163560","동일고무벨트"
"003080","성보화학"
"079950","인베니아"
"241790","오션브릿지"
"017180","명문제약"
"046070","코다코"
"024810","이화전기"
"088800","에이스테크"
"02826K","삼성물산우B"
"100840","S&TC"
"010170","대한광통신"
"900080","에스앤씨엔진그룹"
"234920","자이글"
"018000","유니슨"
"058610","에스피지"
"047400","쌍용머티리얼"
"003100","선광"
"151860","KG ETS"
"054210","이랜텍"
"067990","도이치모터스"
"065940","바이오빌"
"251370","와이엠티"
"056700","신화인터텍"
"039860","나노엔텍"
"040160","누리텔레콤"
"049630","재영솔루텍"
"039980","리노스"
"025320","시노펙스"
"058860","케이티스"
"096240","청담러닝"
"032560","황금에스티"
"025440","대성엘텍"
"093190","빅솔론"
"063760","이엘피"
"033170","시그네틱스"
"067310","하나마이크론"
"192250","케이사인"
"126600","코프라"
"002900","동양물산"
"047080","한빛소프트"
"068330","일신바이오"
"063160","종근당바이오"
"026180","현대정보기술"
"010960","삼호개발"
"140070","서플러스글로벌"
"041590","젬백스테크놀러지"
"061040","알에프텍"
"239610","에이치엘사이언스"
"061970","엘비세미콘"
"049080","기가레인"
"264450","유비쿼스"
"225330","씨엠에스에듀"
"011150","CJ씨푸드"
"000890","보해양조"
"048410","현대아이비티"
"002920","유성기업"
"007330","푸른저축은행"
"041520","이라이콤"
"005980","성지건설"
"241520","DSC인베스트먼트"
"173940","에프엔씨엔터"
"100090","삼강엠앤티"
"040420","정상제이엘에스"
"007110","일신석재"
"084730","팅크웨어"
"065650","메디프론"
"140860","파크시스템스"
"043650","국순당"
"065130","탑엔지니어링"
"009780","엠에스씨"
"084180","수성"
"101490","에스앤에스텍"
"004780","대륙제관"
"008260","NI스틸"
"131970","테스나"
"053590","한국테크놀로지"
"009770","삼정펄프"
"117670","알파홀딩스"
"225650","쿠첸"
"053280","예스24"
"042370","비츠로테크"
"019660","글로본"
"012790","신일제약"
"066110","한프"
"214180","민앤지"
"014710","사조씨푸드"
"048430","유라테크"
"058530","크레아플래닛"
"155660","DSR"
"078000","텔코웨어"
"012320","경동인베스트"
"019550","SBI인베스트먼트"
"057540","옴니시스템"
"009520","포스코엠텍"
"066620","국보디자인"
"009200","무림페이퍼"
"001020","페이퍼코리아"
"066910","손오공"
"000850","화천기공"
"041920","메디아나"
"016590","신대양제지"
"088910","동우팜투테이블"
"053690","한미글로벌"
"017370","우신시스템"
"122450","KMH"
"003960","사조대림"
"149950","아바텍"
"071460","대유위니아"
"013310","아진산업"
"144620","코오롱머티리얼"
"950110","SBI액시즈"
"005010","휴스틸"
"161570","미동앤씨네마"
"099440","스맥"
"060370","KT서브마린"
"008970","동양철관"
"069920","아이에스이커머스"
"000215","대림산업우"
"080520","오디텍"
"131290","티에스이"
"147760","마이크로프랜드"
"078070","유비쿼스홀딩스"
"066900","디에이피"
"036710","심텍홀딩스"
"040300","YTN"
"008040","사조동아원"
"217600","켐온"
"056090","유앤아이"
"027040","서울전자통신"
"007540","샘표"
"079960","동양이엔피"
"189300","인텔리안테크"
"024890","대원화성"
"900180","완리"
"005860","한일사료"
"004080","신흥"
"058850","KTcs"
"018470","조일알미늄"
"206400","엔터메이트"
"052770","와이디온라인"
